name,lat,lng,location,subcategory
Johan Neeskensbrug,52.34512657,4.944341001,Amsterdam,Bridge
Bruggetje Wijkergouw,52.385216,4.96364,Amsterdam,Bridge
Ruud Krolbrug,52.345773,4.95129,Amsterdam,Bridge
Bruggetje (sponsored by Dutchdandy.com :-)),52.391337,4.984774,Amsterdam,Bridge
Gemaal Haveneiland,52.351054,4.999311,Amsterdam,Bridge
Oranjekerk,52.35286564,4.894967079,Amsterdam,Building
Prinseneiland,52.38568068,4.887324475,Amsterdam,Building
Westerdok,52.38583344,4.892127631,Amsterdam,Building
Café Balkon,52.37831907,4.899893073,Amsterdam,Café
Lucky Jack,52.40089582,4.936982329,Amsterdam,Casino
Giessenburg 46,52.41323319,4.925432751,Amsterdam,Casino
Arcade Casino,52.38058,4.8348,Amsterdam,Casino
Castle Wolfenstein,52.37024114,4.934341908,Amsterdam,Castle
Zuipclub Office 2.0 (apacs Residence),52.389828,4.915434,Amsterdam,Castle
De Nieuwe Noorder,52.40670335,4.926608967,Amsterdam,Cemetery
Noorderbegraafplaats,52.40601237,4.927325249,Amsterdam,Cemetery
Westgaarde Begraafplaats,52.35965577,4.778675016,Amsterdam,Cemetery
Sint Barbara,52.391429,4.863128,Amsterdam,Cemetery
t Huis te Vraag,52.34692349,4.848971724,Amsterdam,Cemetery
Begraafplaats Buitenveldert,52.34071666,4.861555481,Amsterdam,Cemetery
Zorgvlied,52.33525325,4.904520385,Amsterdam,Cemetery
Buiksloterkerkpad,52.40465657,4.916827433,Amsterdam,Cemetery
Lieve Damir,52.342899,4.936696,Amsterdam,Cemetery
Bij Papa,52.34379383,4.936445359,Amsterdam,Cemetery
NH Dorpskerk Zunderdorp,52.40689597,4.966979027,Amsterdam,Church
Franciscus Xaverius Kerk,52.38337984,4.851154849,Amsterdam,Church
Rafaël Amsterdam Noord,52.394009,4.949274,Amsterdam,Church
Sint Agneskerk,52.3502443,4.857845306,Amsterdam,Church
Amstelkerk,52.36228804,4.896587133,Amsterdam,Church
Opstandingskerk De Kolenkit,52.37762352,4.842552983,Amsterdam,Church
Nieuwendammerkerk,52.39176432,4.940859675,Amsterdam,Church
Buiksloterkerk,52.40184977,4.916093345,Amsterdam,Church
Chassekerk,52.37014473,4.86191148,Amsterdam,Church
Nassaukerk (De Kantlijn),52.382652,4.87738,Amsterdam,Church
Tituskapel,52.36610266,4.840961747,Amsterdam,Church
The Blessing Amsterdam,52.364322,4.841186,Amsterdam,Church
Maarten Luther Kerk,52.32505552,4.868560218,Amsterdam,Church
Maarten Lutherkerk,52.34149224,4.895045871,Amsterdam,Church
De Dom,52.36006838,4.928126899,Amsterdam,Church
Zaalkerk Holysloot,52.41294325,5.024850368,Amsterdam,Church
Kerktoren Ransdorp,52.39291995,4.993581283,Amsterdam,Church
El Encuentro Con Dios Amsterdam,52.3399298,4.950777028,Amsterdam,Church
Kerk Op IJburg,52.35658,4.995832,Amsterdam,Church
Sint Jozefkerk (De Vluchtkerk),52.37319862,4.845560789,Amsterdam,Church
Apgen,52.35526812,4.94113062,Amsterdam,Church
Posthoornkerk,52.38117775,4.890139048,Amsterdam,Church
De Rosakerk,52.38804198,4.914257526,Amsterdam,Church
kerk de bron,52.35056,4.934388,Amsterdam,Church
Portugese Kerk Fatima,52.38116045,4.878133908,Amsterdam,Church
Obrechtkerk,52.35602303,4.875171087,Amsterdam,Church
Christus Koningskerk Amsterdam,52.35187164,4.92515085,Amsterdam,Church
Air Hidup Amsterdam,52.36048593,4.792151033,Amsterdam,Church
Koepelkerk,52.37804872,4.893894196,Amsterdam,Church
Onze Lieve Vrouwekerk,52.37308737,4.884668997,Amsterdam,Church
Keizersgrachtkerk,52.36472368,4.888115,Amsterdam,Church
Oosterkerk,52.37001187,4.919332266,Amsterdam,Church
Pinkstergemeente Agapè,52.41514385,4.89279449,Amsterdam,Church
Rooms katholieke parochie St Jans Geboorte,52.38650194,4.788782502,Amsterdam,Church
Kerk Langeraar,52.35166853,4.934390821,Amsterdam,Church
GUK Amsterdam,52.343496,4.796332,Amsterdam,Church
KesselsKramer - Kapel De Voorzienigheid,52.371309,4.881084,Amsterdam,Church
Tichelkerk - Russisch-Orthodoxe Kerk H. Nicolaas van Myra,52.37907541,4.880527416,Amsterdam,Church
St. Nicholas Of Myra Russian Orthodox Church,52.37910914,4.880613567,Amsterdam,Church
Hofkerk,52.3529967,4.933784008,Amsterdam,Church
Verrijzenis kerk,52.35213833,4.822723972,Amsterdam,Church
De Ontmoeting,52.37612986,4.82682682,Amsterdam,Church
Neokatechumenale Zaal,52.3753096,4.867477023,Amsterdam,Church
Maranatha Church,52.358304,4.808603958,Amsterdam,Church
Church,52.39287399,4.912939975,Amsterdam,Church
Koptisch Orthodoxe Kerk,52.391651,4.912451,Amsterdam,Church
Heilige Maria koptische Kerk,52.39308325,4.913548635,Amsterdam,Church
Sint-Augustinuskerk,52.39155807,4.93532896,Amsterdam,Church
Noorderkerk,52.37976382,4.886561257,Amsterdam,Church
Oude Kerk,52.37410341,4.89818866,Amsterdam,Church
MarketingMonday Vestiging Kauwgomballenkantoren,52.33419478,4.921373536,Amsterdam,Church
Hillsong Church Amsterdam,52.38611768,4.872760313,Amsterdam,Church
Bethelkerk,52.41444447,4.886007009,Amsterdam,Church
IFGF GISI,52.35046761,4.843203059,Amsterdam,Church
Nicolaasbasiliek,52.37641298,4.901120067,Amsterdam,Church
Westerkerk,52.3745512,4.883766174,Amsterdam,Church
De Duif,52.36142321,4.896812439,Amsterdam,Church
"Hoop voor Noord, Kruiskerk",52.39529354,4.929543495,Amsterdam,Church
De Verbinding,52.356971,4.837157,Amsterdam,Church
De Ontmoeting,52.33828681,4.952191811,Amsterdam,Church
UvA Oude Lutherse Kerk,52.36835782,4.889044762,Amsterdam,Church
Petruskerk,52.38650619,4.845606034,Amsterdam,Church
Koningskerk,52.34845515,4.936197996,Amsterdam,Church
Gemeente van Christus Amsterdam,52.325387,4.875614,Amsterdam,Church
De Goede Herder Kerk,52.3266266,4.87983121,Amsterdam,Church
Pelgrimskerk,52.3252148,4.875152513,Amsterdam,Church
Yan Chuen Church / Life Access,52.382851,4.865451,Amsterdam,Church
Mozes en Aäronkerk,52.36827921,4.903217554,Amsterdam,Church
De Akerkerk,52.355352,4.782804,Amsterdam,Church
Schellingwouderkerk,52.38355643,4.965423346,Amsterdam,Church
Oase Kerk,52.375485,4.822574,Amsterdam,Church
Kerk van Jezus Christus van de Heiligen der Laatste Dagen,52.34428371,4.944406809,Amsterdam,Church
Blessed Trinity,52.339709,4.939075,Amsterdam,Church
Zuiderkerk,52.37011668,4.900020361,Amsterdam,Church
De Echoput,52.37162984,4.960949421,Amsterdam,Church
House Of Worship,52.387083,4.918806,Amsterdam,Church
Bethlehemkerk,52.38711217,4.91855979,Amsterdam,Church
De Binnenwaai,52.356774,4.995854,Amsterdam,Church
Kilise,52.379544,4.798224,Amsterdam,Church
St Lucaskerk,52.361617,4.795696,Amsterdam,Church
Sint Lucas Kerk,52.361279,4.79515,Amsterdam,Church
sloterkerk,52.34602737,4.794653416,Amsterdam,Church
Pauluskerk,52.35771,4.80365,Amsterdam,Church
Geredja Gunung Batu,52.376802,4.818584,Amsterdam,Church
Cama Chinese Gemeente Amsterdam,52.383878,4.821919,Amsterdam,Church
Leger des Heils,52.38310336,4.832603588,Amsterdam,Church
Sint Jan De Doper Kerk,52.35065709,4.843423791,Amsterdam,Church
Pinkstergemeente Amsterdam,52.33234311,4.875184774,Amsterdam,Church
Русская Православная Церковь Св Николая Чудотворца,52.37915316,4.880302933,Amsterdam,Church
De Vrouwe van alle Volkeren,52.34467004,4.883438902,Amsterdam,Church
Minahasa,52.32527404,4.879294642,Amsterdam,Church
Het Keerpunt,52.33214413,4.875474958,Amsterdam,Church
Oosterkerk,52.37655935,4.919451122,Amsterdam,Church
Hillsong Church Amsterdam,52.37497614,4.930596036,Amsterdam,Church
Victory Outreach,52.33749022,4.92801569,Amsterdam,Church
Berea,52.335284,4.931916,Amsterdam,Church
emmakerk,52.35049898,4.935553991,Amsterdam,Church
Parish of the Blessed Trinity,52.339703,4.939273,Amsterdam,Church
Gerardus Majella Kerk,52.35961923,4.938866926,Amsterdam,Church
Muiderkerk,52.36168571,4.924212544,Amsterdam,Church
Gerardus Marjellakerk,52.359904,4.93883,Amsterdam,Church
Holy,52.41373615,5.025492042,Amsterdam,Church
De Klimmuur,52.37657119,4.91172583,Amsterdam,Climbing Gym
Café Toko,52.35537378,4.892554432,Amsterdam,Cocktail Bar
Oliver's,52.3374343,4.871005658,Amsterdam,Cocktail Bar
Cocktail Tuin,52.3909795,4.95002505,Amsterdam,Cocktail Bar
Bar Oldenhof,52.36959,4.88057,Amsterdam,Cocktail Bar
Suzy Wong,52.364896,4.882339,Amsterdam,Cocktail Bar
The Mansion,52.379533,4.853758,Amsterdam,Cocktail Bar
HPS,52.37170189,4.907627106,Amsterdam,Cocktail Bar
Vesper,52.38212226,4.886770248,Amsterdam,Cocktail Bar
Weekend,52.33975719,4.892698984,Amsterdam,Cocktail Bar
Chupitos,52.36166296,4.886698567,Amsterdam,Cocktail Bar
Freshmen Media Cocktailcorner,52.39413902,4.837004544,Amsterdam,Cocktail Bar
Op de bank bij GvZ,52.372824,4.849388,Amsterdam,Cocktail Bar
Het Trefpunt,52.33815147,4.848830253,Amsterdam,Cocktail Bar
The Bar,52.38587055,4.847029537,Amsterdam,Cocktail Bar
Menno & Rosie's Cantina,52.358105,4.896781,Amsterdam,Cocktail Bar
Henry's Bar,52.358167,4.917765,Amsterdam,Cocktail Bar
Rick's Afscheidsreceptie,52.32894084,4.908085415,Amsterdam,Cocktail Bar
Dillan's Bday Temple,52.401966,4.909826,Amsterdam,Cocktail Bar
Meme's palace,52.355725,4.930979,Amsterdam,Cocktail Bar
Frenkie's Binnen Beach,52.37604021,4.941685428,Amsterdam,Cocktail Bar
Huis van jody en karen,52.35507854,4.780439688,Amsterdam,Comedy Club
Toomler | Comedytrain,52.3515681,4.873155355,Amsterdam,Comedy Club
Sport En Judocentrum Osdorp,52.3600998,4.785002898,Amsterdam,Comedy Club
Meat Lovers Delight,52.40888325,4.82843845,Amsterdam,Comedy Club
Ghettocrib Steyn,52.3490448,4.837065697,Amsterdam,Comedy Club
Chartist CoffeStop,52.38802131,4.837636224,Amsterdam,Comedy Club
Circus Roncalli,52.33785229,4.87582102,Amsterdam,Comedy Club
Muziekcentrum Noord,52.3947335,4.951260469,Amsterdam,Concert Hall
Het Concertgebouw,52.35636487,4.879313707,Amsterdam,Concert Hall
H7,52.390674,4.830725,Amsterdam,Concert Hall
Melkweg,52.36482246,4.881493335,Amsterdam,Concert Hall
The Stand,52.39067847,4.824242449,Amsterdam,Concert Hall
The Sand Amsterdam,52.38027095,4.906120004,Amsterdam,Concert Hall
Mike's Pot,52.38409864,4.837883033,Amsterdam,Concert Hall
TMZ 2.0,52.34601401,4.826060236,Amsterdam,Concert Hall
Buiksloterkerk,52.401791,4.916426,Amsterdam,Concert Hall
Muziek gebouw ij,52.37757889,4.910079996,Amsterdam,Concert Hall
Zaalverhuur Dhoem Dhaam,52.38455223,4.928042987,Amsterdam,Concert Hall
Rosarium Amsterdam,52.33198387,4.891166002,Amsterdam,Convention Center
Bier&cO,52.4162774,4.824661016,Amsterdam,Coworking Space
NJMT,52.36013729,4.856608087,Amsterdam,Dance Studio
HJS Henny Jurriens Stichting,52.36658619,4.865108045,Amsterdam,Dance Studio
Global Dance  Lab,52.36475797,4.86451703,Amsterdam,Dance Studio
Danstheater AYA,52.394046,4.856448,Amsterdam,Dance Studio
Poledance Factory,52.33497057,4.92036444,Amsterdam,Dance Studio
Buikdanswinkel,52.357336,4.922022,Amsterdam,Dance Studio
NickieNonstop's Studio,52.35537542,4.792839289,Amsterdam,Dance Studio
Moves! Dance Warehouse,52.393954,4.850965,Amsterdam,Dance Studio
Paloina,52.40351379,4.939604402,Amsterdam,Dance Studio
Danszaal Eddy Spier,52.394159,4.911255,Amsterdam,Dance Studio
Amsterdam Dance Centre IJburg,52.353834,5.006561,Amsterdam,Dance Studio
De Plantage,52.363927,4.917749,Amsterdam,Dance Studio
Acteer Academie Amsterdam,52.384449,4.869142,Amsterdam,Dance Studio
Swing Latino/BrasaZouk,52.33445995,4.917026841,Amsterdam,Dance Studio
Brasa Dance Studios,52.334395,4.917059,Amsterdam,Dance Studio
NickieNonstop's Studio,52.355248,4.792073,Amsterdam,Dance Studio
Melodyline,52.33382841,4.916741904,Amsterdam,Dance Studio
Balletschool Ellen van den Ende,52.34661023,4.937508607,Amsterdam,Dance Studio
Coen and the dancing matryoshkas,52.36265182,4.937551975,Amsterdam,Dance Studio
331 west,52.38086488,4.853746891,Amsterdam,Design Studio
Mono,52.37209152,4.871012964,Amsterdam,Dive Bar
Zaal 100,52.38301983,4.878202477,Amsterdam,Dive Bar
Sound Garden,52.37289114,4.875810298,Amsterdam,Dive Bar
Café Terras Oostoever,52.370111,4.830085,Amsterdam,Dive Bar
M1,52.40318451,4.759457302,Amsterdam,Dive Bar
wooerland,52.40935516,4.888663769,Amsterdam,Dive Bar
Acs Koffie Corner,52.3410932,4.887393034,Amsterdam,Dive Bar
Amerbos Het Hondenveld,52.40419009,4.94475679,Amsterdam,Dog Run
Erasmusgracht,52.37579092,4.838369677,Amsterdam,Dog Run
Timo's Playground,52.3763538,4.838416111,Amsterdam,Dog Run
Martin Gaus Hondenschool,52.3975763,4.770681174,Amsterdam,Dog Run
Hondenuitlaat Houtmanstraat,52.3873479,4.884517193,Amsterdam,Dog Run
Melkweg,52.41760618,4.881294853,Amsterdam,Dog Run
Honden uitlaatplaats,52.42277881,4.885123459,Amsterdam,Dog Run
Stokkenveldje & Horsies!,52.422249,4.892545,Amsterdam,Dog Run
Hondenuitlaatstrook,52.42280058,4.885101322,Amsterdam,Dog Run
Uitlaatstrook,52.42283244,4.885087507,Amsterdam,Dog Run
Peilscheidingskade,52.34340389,4.805401846,Amsterdam,Dog Run
Dogrun nieuw-sloten,52.34237937,4.814071655,Amsterdam,Dog Run
Pieterpostsingel,52.383462,4.797634,Amsterdam,Dog Run
Scheepsbouwweg,52.407791,4.899993,Amsterdam,Dog Run
Sloterplas,52.37135472,4.824886322,Amsterdam,Dog Run
dogsquare amsterdam sloterpark,52.36446908,4.812450631,Amsterdam,Dog Run
De Gabber Hondenschool,52.36999141,4.959038118,Amsterdam,Dog Run
Chatêau Du PocketRat,52.391433,4.878554,Amsterdam,Dog Run
Verstuiverstraat,52.410186,4.902252,Amsterdam,Dog Run
Honden uitlaat zone,52.41200087,4.915587902,Amsterdam,Dog Run
V.D.H. Kringgroep Haarlemmermeer,52.3682034,4.959845109,Amsterdam,Dog Run
Dog Meeting Point De Oude Molen,52.34699146,4.783481823,Amsterdam,Dog Run
Hondenschool Martin Gaus,52.38851441,4.769033515,Amsterdam,Dog Run
Nysa's uitlaatplek,52.355773,4.777689481,Amsterdam,Dog Run
Dog Park,52.34885147,4.796415348,Amsterdam,Dog Run
Plesmanlaan,52.35142158,4.819277575,Amsterdam,Dog Run
Juul uitlaten bij de Nieuwe Meer,52.33567534,4.825155566,Amsterdam,Dog Run
De Bretten - Voetbal Velden,52.38635302,4.832900763,Amsterdam,Dog Run
Into The Moesson,52.39196688,4.837609986,Amsterdam,Dog Run
"P.D.C. ""De Volharding""",52.340838,4.832244,Amsterdam,Dog Run
Dogsquare,52.342601,4.811766,Amsterdam,Dog Run
Dog Run Adam,52.39026348,4.843102174,Amsterdam,Dog Run
Hondenschool Serius,52.38565515,4.8329923,Amsterdam,Dog Run
Jaagpad,52.34405292,4.848563808,Amsterdam,Dog Run
Eiland,52.35129001,4.855870425,Amsterdam,Dog Run
Het Spoor,52.34946045,4.855602252,Amsterdam,Dog Run
Dog Walk WDZ,52.37987676,4.86123577,Amsterdam,Dog Run
Vondelpark dog playground,52.35671121,4.86095328,Amsterdam,Dog Run
Kabelgaststraat,52.40629367,4.893803939,Amsterdam,Dog Run
Openluchttheater Tuindorp Oostzaan,52.41020562,4.899917182,Amsterdam,Dog Run
Bentley's Paradise,52.327519,4.882655,Amsterdam,Dog Run
Dushi's Buitenplaats,52.40030649,4.934830456,Amsterdam,Dog Run
Hondenuitlaat grasveld,52.39298265,4.949142219,Amsterdam,Dog Run
Hondenuitlaatplek Javaeiland,52.380078,4.92359,Amsterdam,Dog Run
Rietlanden,52.38980248,4.943607956,Amsterdam,Dog Run
Poepveldje Hoyerpad,52.38525315,4.963264289,Amsterdam,Dog Run
Macy's Haarlemmermeerstation,52.349352,4.857069,Amsterdam,Event Space
Beurs van Berlage,52.37502838,4.895973653,Amsterdam,Event Space
Gashouder,52.38685024,4.868917465,Amsterdam,Event Space
Transformatorhuis,52.38682405,4.870129824,Amsterdam,Event Space
Parkeerdek gebouw Prinsenhof,52.35357848,4.839627941,Amsterdam,Event Space
Kantor,52.39068144,4.839161271,Amsterdam,Event Space
Speelterrein In de Bongerd,52.41083596,4.902809858,Amsterdam,Event Space
Waterlooplein,52.36830592,4.901959374,Amsterdam,Flea Market
Bloemenmarkt,52.36677576,4.891340733,Amsterdam,Flower Shop
Devonello,52.367854,4.795785,Amsterdam,Football Stadium
New Amsterdam,52.39303211,4.964070389,Amsterdam,Football Stadium
Buurtmoestuin,52.348268,4.84655,Amsterdam,Garden
Japanse Tuin,52.33046789,4.894849062,Amsterdam,Garden
Huisje Tuinpark Osdorp,52.377646,4.774752,Amsterdam,Garden
Moestuin,52.39768803,4.922041297,Amsterdam,Garden
Landgoed Von Bannisseht,52.381525,4.9745,Amsterdam,Garden
Osdorp Palace Garden,52.347418,4.794713367,Amsterdam,Garden
De Feesttuin,52.392418,4.943731,Amsterdam,Garden
Tuintjes Houtmanstraat,52.38649664,4.884281158,Amsterdam,Garden
Maijpark,52.38723003,4.973158836,Amsterdam,Garden
Moes 32,52.35337497,5.007887624,Amsterdam,Garden
Pius Floris Boomverzorging,52.35558271,4.760894179,Amsterdam,Garden
Rijksmuseum Garden,52.35952968,4.885150194,Amsterdam,Garden
Moestuintje,52.34801141,4.839796787,Amsterdam,Garden
Onofficiële Volkstuinen Schellingwoude,52.385789,4.952389,Amsterdam,Garden
Buiten,52.39370367,4.926799536,Amsterdam,Garden
De Bretten,52.38636989,4.816201878,Amsterdam,Garden
Casa Di Koalino Piccolo,52.342975,4.857894,Amsterdam,Garden
Cruquius Tuin,52.36817183,4.946536929,Amsterdam,Garden
Venetiehof Binnentuin,52.37742265,4.947920889,Amsterdam,Garden
Tuinpark Buikslotermeer,52.39538095,4.964962107,Amsterdam,Garden
Volkstuinencomplex Buitenzorg,52.38848581,4.927758839,Amsterdam,Garden
Tuin Van Vrienden,52.356383,4.996973,Amsterdam,Garden
Tuinpark Osdorp,52.377583,4.775198,Amsterdam,Garden
our tuinhuisje,52.37592316,4.775551796,Amsterdam,Garden
Tuinhuisje Van Pauline En Jeroen,52.37823665,4.784680009,Amsterdam,Garden
Het nieuwe Bijenpark,52.374982,4.784981,Amsterdam,Garden
Tigeno Tuin 214,52.375743,4.787428,Amsterdam,Garden
Lovely Balkon In De Zon,52.359515,4.790886,Amsterdam,Garden
Jan Van Zutphenplantsoen,52.34932298,4.799648908,Amsterdam,Garden
Rozentuintje,52.375437,4.807749,Amsterdam,Garden
Kastanjelaan,52.3871959,4.81691058,Amsterdam,Garden
Natuurcentrum Wiedijk,52.3550616,4.816587588,Amsterdam,Garden
Tuinpark Eigen Hof,52.3405578,4.799355514,Amsterdam,Garden
"Tuinpark ""Ons Buiten""",52.33660842,4.838111468,Amsterdam,Garden
Avv Sloterdijk,52.38406037,4.842536014,Amsterdam,Garden
Het Bos en Lommerse Balkon,52.38451505,4.847835458,Amsterdam,Garden
Dakterras B&L,52.384524,4.848093,Amsterdam,Garden
Tuinpark Zonnehoek,52.393747,4.868945,Amsterdam,Garden
Pauze,52.39130547,4.875914783,Amsterdam,Garden
Mijn moestuintje,52.42279816,4.885120869,Amsterdam,Garden
Puur Natuur Tuin,52.415477,4.893742,Amsterdam,Garden
Rhodondendron Vallei,52.326521,4.891778,Amsterdam,Garden
E&R,52.417909,4.901714,Amsterdam,Garden
Amstel Glorie Volkstuinpark,52.33307749,4.908518141,Amsterdam,Garden
Amstelglorie,52.33191412,4.913980045,Amsterdam,Garden
De Vijver,52.334767,4.910697,Amsterdam,Garden
Afrikanerplein,52.35258551,4.917098579,Amsterdam,Garden
Binnentuin Krugerhof,52.35493303,4.918945,Amsterdam,Garden
Gerrit Kalff-tuin,52.340469,4.928113,Amsterdam,Garden
five gardens festival,52.391478,4.937507,Amsterdam,Garden
In T Zonnetje,52.39238,4.943884,Amsterdam,Garden
Volkstuinpark Wijkergouw,52.38731508,4.96061088,Amsterdam,Garden
tuinpark tuinwijck,52.38422768,4.972854135,Amsterdam,Garden
Nieuwe Levenskracht,52.34831713,4.956157905,Amsterdam,Garden
Ruth's Playboy Mansion,52.404789,4.918189,Amsterdam,Gay Bar
Vereniging De Trut,52.367652,4.871866,Amsterdam,Gay Bar
Saarein,52.37029772,4.880176813,Amsterdam,Gay Bar
Guestlist Magneet Festival,52.37126302,4.974939823,Amsterdam,Gay Bar
SoHo,52.36634994,4.891040325,Amsterdam,Gay Bar
Prik,52.37470512,4.890863299,Amsterdam,Gay Bar
The Queen's Head,52.37559715,4.900494378,Amsterdam,Gay Bar
De Engel van Amsterdam,52.375842,4.900639,Amsterdam,Gay Bar
After Partyyyy @ Marinkie's,52.359072,4.791625,Amsterdam,Gay Bar
Chateau Techno festival,52.39199989,4.798131634,Amsterdam,Gay Bar
Pap thuis,52.36333,4.80564,Amsterdam,Gay Bar
Hotspot Nico,52.328173,4.816532,Amsterdam,Gay Bar
Linda Kluis,52.39124488,4.856492625,Amsterdam,Gay Bar
Urban Villa,52.373072,4.934619,Amsterdam,Gay Bar
Amperestraat,52.354106,4.941319,Amsterdam,Gay Bar
Petersbank,52.352363,4.999953,Amsterdam,Gay Bar
EffeEkdom,52.34234375,4.811790024,Amsterdam,General Entertainment
Studio K Amsterdam,52.380881,4.85409,Amsterdam,General Entertainment
RTVNH,52.346234,4.83077702,Amsterdam,General Entertainment
De Buurtslager,52.3816824,4.8215988,Amsterdam,General Entertainment
Zena Boat,52.37207354,4.946583343,Amsterdam,General Entertainment
Lofarmedia Headquarters,52.36860347,4.954211712,Amsterdam,General Entertainment
Czaar Peter Festival,52.37040779,4.92982169,Amsterdam,General Entertainment
ArtFX Events,52.39449401,4.83755504,Amsterdam,General Entertainment
Singel Studio,52.33710701,4.934883653,Amsterdam,General Entertainment
Meyson Communicatie,52.337387,4.935253,Amsterdam,General Entertainment
Amsterdam Studio's,52.337066,4.93576,Amsterdam,General Entertainment
Kromhouthal (De Overkant),52.38279024,4.920651913,Amsterdam,General Entertainment
Herman Renz Circus,52.33763582,4.876090291,Amsterdam,General Entertainment
Gebrandypark,52.37828954,4.834636094,Amsterdam,General Entertainment
EventHands,52.390933,4.830323,Amsterdam,General Entertainment
Magneet Festival,52.36987092,4.97578725,Amsterdam,General Entertainment
The White House,52.34065695,4.8510054,Amsterdam,General Entertainment
M&N's Casa di Mangiare,52.34717559,4.90277463,Amsterdam,General Entertainment
Chicarica Producties,52.38165075,4.857201576,Amsterdam,General Entertainment
Wild FM,52.36994,4.836519,Amsterdam,General Entertainment
Magic Circus op IJburg,52.359027,4.990614,Amsterdam,General Entertainment
